,text_recessie_gold,text_recessie,text_boukes_gold,text_boukes,text_LIWC_gold,text_LIWC,text_sentistrength_gold,text_sentistrength,text_pattern_gold,text_pattern,text_polyglot_gold,text_polyglot,text_DANEW_gold,text_DANEW,text_top4_gold,text_top4,text_top3_gold,text_top3,text_top2_gold,text_top2,text_top1_gold,text_top1
345,-1,0,-1,0,-1,-1,-1,1,-1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
346,1,0,1,1,1,1,1,0,1,0,1,0,1,-1,1,0,1,0,1,1,1,1
347,1,0,1,0,1,1,1,-1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
348,-1,0,-1,0,-1,1,-1,1,-1,1,-1,0,-1,1,-1,1,-1,1,-1,0,-1,1
349,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
350,-1,0,-1,0,-1,-1,-1,1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
351,-1,0,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
352,1,0,1,0,1,0,1,0,1,1,1,0,1,-1,1,-1,1,0,1,0,1,0
353,-1,0,-1,0,-1,0,-1,-1,-1,0,-1,0,-1,1,-1,0,-1,-1,-1,0,-1,0
354,-1,-1,-1,-1,-1,1,-1,0,-1,1,-1,0,-1,1,-1,1,-1,0,-1,1,-1,1
355,1,0,1,0,1,0,1,0,1,1,1,-1,1,1,1,0,1,-1,1,-1,1,0
356,1,0,1,0,1,0,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,0
357,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0
358,-1,0,-1,1,-1,0,-1,0,-1,1,-1,0,-1,0,-1,-1,-1,0,-1,0,-1,0
359,1,0,1,0,1,0,1,1,1,-1,1,-1,1,0,1,0,1,-1,1,-1,1,0
360,1,0,1,1,1,0,1,1,1,0,1,0,1,-1,1,0,1,1,1,0,1,0
361,1,0,1,0,1,-1,1,1,1,-1,1,-1,1,0,1,0,1,-1,1,-1,1,-1
362,-1,0,-1,1,-1,1,-1,0,-1,1,-1,-1,-1,0,-1,0,-1,0,-1,0,-1,1
363,-1,0,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
364,-1,0,-1,0,-1,1,-1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,0,-1,0,-1,1
365,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
366,1,0,1,0,1,-1,1,-1,1,0,1,0,1,-1,1,-1,1,-1,1,0,1,-1
367,-1,0,-1,1,-1,0,-1,1,-1,-1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,0
368,-1,0,-1,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
369,1,0,1,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
370,1,0,1,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
371,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
372,1,0,1,0,1,0,1,1,1,-1,1,0,1,0,1,1,1,1,1,0,1,0
373,1,-1,1,0,1,-1,1,-1,1,-1,1,-1,1,0,1,-1,1,-1,1,-1,1,-1
374,-1,0,-1,-1,-1,-1,-1,1,-1,0,-1,-1,-1,1,-1,0,-1,0,-1,-1,-1,-1
375,-1,0,-1,-1,-1,1,-1,1,-1,0,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1
376,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
377,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,1,-1,0,-1,0,-1,0,-1,0
378,1,0,1,1,1,1,1,-1,1,-1,1,1,1,-1,1,0,1,1,1,1,1,1
379,-1,0,-1,0,-1,1,-1,1,-1,-1,-1,0,-1,0,-1,1,-1,1,-1,1,-1,1
380,-1,0,-1,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
381,-1,0,-1,0,-1,1,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,1,-1,1
382,0,0,0,1,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0
383,1,0,1,0,1,0,1,1,1,0,1,0,1,-1,1,0,1,0,1,0,1,0
384,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
385,1,0,1,0,1,-1,1,-1,1,0,1,0,1,0,1,-1,1,-1,1,0,1,-1
386,1,0,1,0,1,1,1,0,1,-1,1,0,1,0,1,0,1,0,1,0,1,1
387,-1,-1,-1,0,-1,0,-1,0,-1,-1,-1,-1,-1,0,-1,0,-1,0,-1,0,-1,0
388,-1,0,-1,-1,-1,0,-1,1,-1,1,-1,0,-1,1,-1,0,-1,0,-1,0,-1,0
389,1,0,1,1,1,0,1,0,1,0,1,0,1,-1,1,-1,1,0,1,0,1,0
390,-1,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
391,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1
392,1,0,1,1,1,0,1,1,1,-1,1,0,1,-1,1,0,1,0,1,0,1,0
393,-1,0,-1,0,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0
394,1,0,1,1,1,-1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,-1
395,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,0
396,-1,0,-1,1,-1,1,-1,1,-1,1,-1,0,-1,0,-1,1,-1,1,-1,0,-1,1
397,1,0,1,1,1,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0
398,1,0,1,0,1,0,1,1,1,0,1,0,1,1,1,0,1,0,1,0,1,0
399,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
400,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,1,0,1,0,0,0,0
401,1,0,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,0,1,0,1,0
402,1,0,1,-1,1,-1,1,0,1,0,1,0,1,0,1,-1,1,-1,1,-1,1,-1
403,1,0,1,0,1,0,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0
404,1,0,1,0,1,0,1,1,1,0,1,0,1,-1,1,0,1,1,1,0,1,0
405,1,0,1,1,1,-1,1,0,1,-1,1,0,1,-1,1,-1,1,-1,1,-1,1,-1
406,1,0,1,0,1,-1,1,1,1,0,1,-1,1,1,1,1,1,0,1,-1,1,-1
407,1,0,1,1,1,-1,1,1,1,0,1,0,1,0,1,1,1,1,1,-1,1,-1
408,1,0,1,-1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
409,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1
410,-1,0,-1,1,-1,0,-1,0,-1,1,-1,1,-1,1,-1,1,-1,0,-1,1,-1,0
411,1,0,1,0,1,0,1,1,1,-1,1,1,1,1,1,1,1,1,1,0,1,0
412,1,0,1,0,1,1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,1
413,1,-1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0
414,1,0,1,1,1,0,1,0,1,-1,1,0,1,-1,1,-1,1,0,1,0,1,0
415,1,0,1,0,1,0,1,1,1,-1,1,-1,1,1,1,1,1,0,1,-1,1,0
416,1,0,1,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
417,1,0,1,0,1,-1,1,0,1,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
418,-1,0,-1,-1,-1,-1,-1,1,-1,0,-1,0,-1,1,-1,0,-1,0,-1,0,-1,-1
419,-1,0,-1,1,-1,1,-1,1,-1,1,-1,0,-1,1,-1,1,-1,1,-1,1,-1,1
420,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,1,0,1,0,1,0,0
421,1,0,1,-1,1,-1,1,-1,1,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
422,1,0,1,0,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0
423,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1
424,1,0,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0
425,-1,0,-1,0,-1,-1,-1,-1,-1,0,-1,1,-1,0,-1,0,-1,-1,-1,0,-1,-1
426,-1,0,-1,0,-1,0,-1,1,-1,0,-1,0,-1,0,-1,1,-1,1,-1,0,-1,0
427,-1,0,-1,0,-1,1,-1,0,-1,1,-1,-1,-1,1,-1,0,-1,0,-1,0,-1,1
428,-1,0,-1,0,-1,0,-1,0,-1,1,-1,-1,-1,1,-1,0,-1,-1,-1,-1,-1,0
429,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
430,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,1,-1,0,-1,-1,-1,-1,-1,0,-1,-1
431,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
432,1,0,1,0,1,-1,1,1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
433,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
434,-1,0,-1,0,-1,1,-1,1,-1,-1,-1,-1,-1,0,-1,0,-1,0,-1,0,-1,1
435,-1,0,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,1,-1,0,-1,-1,-1,0,-1,-1
436,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
437,1,0,1,0,1,1,1,0,1,-1,1,0,1,0,1,1,1,1,1,1,1,1
438,1,0,1,0,1,0,1,1,1,0,1,-1,1,-1,1,0,1,0,1,0,1,0
439,-1,0,-1,-1,-1,0,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0
440,-1,0,-1,-1,-1,0,-1,1,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0
441,1,0,1,0,1,0,1,1,1,0,1,1,1,-1,1,0,1,1,1,0,1,0
442,-1,0,-1,1,-1,0,-1,0,-1,1,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0
443,-1,0,-1,0,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
444,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0
445,1,0,1,0,1,1,1,-1,1,-1,1,1,1,-1,1,0,1,0,1,1,1,1
446,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
447,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
448,-1,0,-1,0,-1,0,-1,1,-1,-1,-1,-1,-1,1,-1,0,-1,0,-1,-1,-1,0
449,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
450,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1
451,-1,0,-1,0,-1,-1,-1,0,-1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
452,1,0,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1
453,-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
454,1,0,1,0,1,-1,1,0,1,1,1,0,1,0,1,0,1,0,1,0,1,-1
455,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
456,-1,0,-1,0,-1,-1,-1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
457,1,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
458,-1,0,-1,0,-1,0,-1,1,-1,1,-1,-1,-1,1,-1,0,-1,0,-1,-1,-1,0
459,1,0,1,0,1,0,1,0,1,-1,1,-1,1,0,1,-1,1,-1,1,-1,1,0
460,0,0,0,0,0,1,0,0,0,-1,0,1,0,0,0,1,0,1,0,1,0,1
461,1,0,1,1,1,-1,1,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
462,-1,0,-1,0,-1,1,-1,-1,-1,1,-1,-1,-1,1,-1,0,-1,-1,-1,0,-1,1
463,1,0,1,0,1,-1,1,0,1,0,1,-1,1,0,1,-1,1,-1,1,-1,1,-1
464,1,0,1,0,1,0,1,-1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
465,1,0,1,0,1,0,1,0,1,-1,1,-1,1,0,1,-1,1,-1,1,-1,1,0
466,-1,0,-1,0,-1,0,-1,0,-1,0,-1,1,-1,0,-1,0,-1,0,-1,0,-1,0
467,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
468,1,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
469,1,0,1,-1,1,0,1,-1,1,0,1,-1,1,1,1,0,1,-1,1,0,1,0
470,1,0,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,0,1,1,1,1
471,0,0,0,1,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0
472,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1
473,1,0,1,0,1,0,1,0,1,-1,1,0,1,0,1,0,1,0,1,0,1,0
474,1,0,1,0,1,1,1,0,1,0,1,1,1,-1,1,0,1,0,1,1,1,1
475,-1,0,-1,1,-1,-1,-1,1,-1,0,-1,-1,-1,0,-1,0,-1,0,-1,-1,-1,-1
476,1,-1,1,-1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0
477,1,0,1,0,1,1,1,0,1,1,1,1,1,-1,1,1,1,1,1,1,1,1
478,1,0,1,-1,1,0,1,0,1,0,1,-1,1,0,1,0,1,-1,1,-1,1,0
479,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,-1,0,0
480,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1
481,-1,0,-1,-1,-1,-1,-1,1,-1,1,-1,0,-1,0,-1,0,-1,0,-1,0,-1,-1
482,1,0,1,-1,1,0,1,-1,1,-1,1,0,1,1,1,0,1,-1,1,0,1,0
483,-1,0,-1,0,-1,0,-1,1,-1,1,-1,0,-1,-1,-1,0,-1,0,-1,0,-1,0
484,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,0,-1,0,-1,-1,-1,-1,-1,0,-1,0
485,0,0,0,-1,0,-1,0,-1,0,1,0,1,0,-1,0,-1,0,-1,0,0,0,-1
486,0,0,0,-1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
487,-1,0,-1,0,-1,0,-1,1,-1,-1,-1,0,-1,1,-1,1,-1,0,-1,0,-1,0
488,1,0,1,1,1,0,1,0,1,0,1,-1,1,1,1,0,1,0,1,0,1,0
489,-1,0,-1,-1,-1,-1,-1,1,-1,0,-1,-1,-1,0,-1,0,-1,0,-1,-1,-1,-1
490,1,0,1,0,1,1,1,0,1,1,1,-1,1,0,1,0,1,0,1,0,1,1
491,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0
492,1,0,1,0,1,1,1,0,1,-1,1,0,1,0,1,0,1,0,1,1,1,1
493,1,0,1,0,1,0,1,-1,1,0,1,0,1,0,1,-1,1,-1,1,0,1,0
494,1,0,1,0,1,0,1,0,1,1,1,1,1,0,1,0,1,0,1,0,1,0
495,-1,0,-1,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
496,-1,0,-1,1,-1,-1,-1,0,-1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
497,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
498,-1,0,-1,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
499,1,0,1,0,1,0,1,1,1,1,1,-1,1,-1,1,0,1,0,1,0,1,0
500,1,0,1,0,1,0,1,0,1,1,1,-1,1,-1,1,-1,1,-1,1,-1,1,0
501,1,0,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0
502,-1,0,-1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
503,1,0,1,0,1,0,1,1,1,0,1,1,1,-1,1,0,1,1,1,0,1,0
504,1,0,1,0,1,-1,1,0,1,-1,1,0,1,0,1,0,1,0,1,0,1,-1
505,1,0,1,0,1,1,1,0,1,1,1,-1,1,-1,1,-1,1,-1,1,-1,1,1
506,-1,0,-1,0,-1,-1,-1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
507,-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
508,1,0,1,-1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
509,-1,0,-1,0,-1,0,-1,1,-1,1,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0
510,1,0,1,0,1,0,1,0,1,1,1,-1,1,-1,1,-1,1,-1,1,0,1,0
511,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,-1
512,1,0,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,0
513,1,0,1,0,1,0,1,1,1,0,1,0,1,0,1,0,1,1,1,0,1,0
514,1,0,1,0,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0
515,1,0,1,0,1,0,1,1,1,-1,1,0,1,-1,1,1,1,1,1,0,1,0
516,1,-1,1,0,1,0,1,0,1,0,1,-1,1,-1,1,-1,1,0,1,0,1,0
517,0,0,0,0,0,-1,0,1,0,0,0,-1,0,-1,0,0,0,0,0,-1,0,-1
518,-1,0,-1,0,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
519,1,0,1,1,1,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,0
520,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0
521,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
522,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1
523,1,0,1,1,1,0,1,1,1,-1,1,-1,1,-1,1,-1,1,0,1,-1,1,0
524,1,0,1,1,1,0,1,0,1,0,1,1,1,0,1,0,1,0,1,1,1,0
525,-1,0,-1,0,-1,-1,-1,0,-1,0,-1,0,-1,1,-1,0,-1,0,-1,0,-1,-1
526,1,0,1,1,1,0,1,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,0,1,0
527,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
528,1,0,1,1,1,1,1,-1,1,0,1,-1,1,1,1,0,1,-1,1,0,1,1
529,-1,0,-1,0,-1,1,-1,1,-1,0,-1,0,-1,0,-1,0,-1,1,-1,0,-1,1
530,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
531,-1,0,-1,0,-1,0,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,0,-1,0
532,-1,0,-1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
533,1,-1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
534,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
535,1,0,1,0,1,-1,1,1,1,1,1,0,1,-1,1,0,1,0,1,0,1,-1
536,1,0,1,1,1,0,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,0
537,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
538,1,0,1,0,1,0,1,1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,0
539,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
540,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
541,1,-1,1,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,1,1,1,1
542,1,0,1,0,1,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,0
543,1,0,1,0,1,0,1,0,1,-1,1,1,1,-1,1,0,1,0,1,0,1,0
544,1,0,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0
545,1,0,1,1,1,0,1,0,1,0,1,1,1,0,1,0,1,0,1,1,1,0
546,1,0,1,1,1,0,1,1,1,-1,1,0,1,1,1,0,1,0,1,0,1,0
547,1,0,1,0,1,0,1,1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,0
548,1,-1,1,0,1,0,1,-1,1,0,1,0,1,0,1,0,1,-1,1,0,1,0
549,-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
550,-1,0,-1,0,-1,0,-1,0,-1,1,-1,0,-1,1,-1,0,-1,0,-1,0,-1,0
551,-1,0,-1,0,-1,-1,-1,0,-1,0,-1,1,-1,1,-1,1,-1,0,-1,0,-1,-1
552,-1,0,-1,0,-1,0,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
553,-1,0,-1,0,-1,0,-1,0,-1,0,-1,1,-1,1,-1,1,-1,0,-1,0,-1,0
554,-1,0,-1,0,-1,-1,-1,1,-1,1,-1,1,-1,-1,-1,0,-1,0,-1,0,-1,-1
555,0,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1
556,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1
557,-1,0,-1,0,-1,0,-1,1,-1,0,-1,1,-1,1,-1,1,-1,1,-1,0,-1,0
558,-1,0,-1,-1,-1,0,-1,0,-1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0
559,1,0,1,-1,1,-1,1,1,1,0,1,0,1,0,1,0,1,0,1,-1,1,-1
560,-1,0,-1,0,-1,-1,-1,0,-1,1,-1,1,-1,1,-1,0,-1,0,-1,0,-1,-1
561,-1,0,-1,0,-1,1,-1,1,-1,1,-1,0,-1,1,-1,1,-1,1,-1,1,-1,1
562,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
563,-1,0,-1,0,-1,1,-1,1,-1,0,-1,0,-1,0,-1,1,-1,1,-1,1,-1,1
564,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
565,1,0,1,1,1,-1,1,1,1,-1,1,-1,1,0,1,0,1,0,1,-1,1,-1
566,0,0,0,0,0,0,0,-1,0,-1,0,1,0,0,0,0,0,0,0,0,0,0
567,-1,0,-1,0,-1,0,-1,0,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
568,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
569,1,0,1,0,1,0,1,1,1,1,1,-1,1,1,1,0,1,0,1,-1,1,0
570,-1,0,-1,0,-1,0,-1,0,-1,1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0
571,-1,0,-1,1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
572,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
573,-1,0,-1,0,-1,0,-1,0,-1,1,-1,0,-1,-1,-1,-1,-1,0,-1,0,-1,0
574,-1,0,-1,-1,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0
575,1,0,1,0,1,0,1,-1,1,0,1,-1,1,0,1,-1,1,-1,1,-1,1,0
576,-1,0,-1,-1,-1,-1,-1,0,-1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
577,1,0,1,0,1,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,0
578,-1,0,-1,0,-1,1,-1,1,-1,1,-1,0,-1,0,-1,0,-1,1,-1,0,-1,1
579,-1,0,-1,0,-1,0,-1,1,-1,0,-1,1,-1,1,-1,1,-1,1,-1,1,-1,0
580,-1,0,-1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0
581,1,-1,1,0,1,-1,1,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
582,-1,0,-1,0,-1,0,-1,0,-1,1,-1,1,-1,1,-1,1,-1,0,-1,1,-1,0
583,-1,0,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,1,-1,0,-1,-1,-1,-1,-1,-1
584,-1,0,-1,-1,-1,1,-1,0,-1,1,-1,0,-1,1,-1,0,-1,0,-1,0,-1,1
585,0,0,0,1,0,0,0,0,0,-1,0,1,0,1,0,1,0,0,0,0,0,0
586,1,0,1,0,1,0,1,1,1,0,1,-1,1,-1,1,-1,1,0,1,-1,1,0
587,-1,0,-1,0,-1,1,-1,-1,-1,1,-1,1,-1,1,-1,1,-1,0,-1,1,-1,1
588,-1,0,-1,0,-1,0,-1,1,-1,0,-1,0,-1,-1,-1,0,-1,0,-1,0,-1,0
589,-1,0,-1,0,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0
590,1,0,1,0,1,0,1,-1,1,-1,1,-1,1,0,1,-1,1,-1,1,-1,1,0
591,1,0,1,0,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0
592,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
593,-1,0,-1,0,-1,0,-1,1,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0
594,1,0,1,0,1,1,1,-1,1,-1,1,0,1,1,1,0,1,0,1,0,1,1
595,-1,0,-1,0,-1,1,-1,1,-1,0,-1,-1,-1,0,-1,0,-1,0,-1,0,-1,1
596,-1,0,-1,0,-1,0,-1,1,-1,0,-1,1,-1,-1,-1,0,-1,1,-1,0,-1,0
597,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
598,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0
599,0,0,0,-1,0,-1,0,0,0,0,0,-1,0,0,0,-1,0,-1,0,-1,0,-1
600,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0
601,1,0,1,0,1,-1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,-1
602,-1,0,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
603,1,0,1,0,1,0,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,0
604,1,0,1,0,1,0,1,-1,1,0,1,0,1,1,1,0,1,0,1,0,1,0
