,text_recessie_gold,text_recessie,text_boukes_gold,text_boukes,text_LIWC_gold,text_LIWC,text_sentistrength_gold,text_sentistrength,text_pattern_gold,text_pattern,text_polyglot_gold,text_polyglot,text_DANEW_gold,text_DANEW,text_top4_gold,text_top4,text_top3_gold,text_top3,text_top2_gold,text_top2,text_top1_gold,text_top1
89,-1,0,-1,1,-1,0,-1,0,-1,1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0
90,-1,0,-1,0,-1,-1,-1,0,-1,1,-1,0,-1,0,-1,0,-1,-1,-1,-1,-1,-1
91,-1,-1,-1,0,-1,-1,-1,0,-1,1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
92,-1,0,-1,-1,-1,1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,-1,0,-1,1
93,-1,-1,-1,-1,-1,0,-1,-1,-1,1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,0
94,-1,0,-1,0,-1,-1,-1,1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
95,-1,0,-1,0,-1,0,-1,1,-1,1,-1,1,-1,-1,-1,1,-1,1,-1,1,-1,0
96,-1,0,-1,0,-1,1,-1,0,-1,1,-1,1,-1,-1,-1,1,-1,1,-1,1,-1,1
97,-1,0,-1,0,-1,0,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,0,-1,0,-1,0
98,-1,0,-1,0,-1,-1,-1,1,-1,-1,-1,0,-1,-1,-1,0,-1,0,-1,0,-1,-1
99,-1,0,-1,0,-1,-1,-1,1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
100,-1,0,-1,0,-1,0,-1,-1,-1,1,-1,0,-1,0,-1,-1,-1,-1,-1,0,-1,0
101,-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,1,-1,0,-1,0,-1,0,-1,0,-1,-1
102,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
103,-1,0,-1,-1,-1,-1,-1,1,-1,0,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
104,-1,0,-1,-1,-1,-1,-1,1,-1,0,-1,1,-1,0,-1,0,-1,1,-1,0,-1,-1
105,1,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
106,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1
107,-1,0,-1,-1,-1,-1,-1,-1,-1,1,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
108,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
109,-1,0,-1,0,-1,-1,-1,0,-1,0,-1,0,-1,0,-1,0,-1,-1,-1,-1,-1,-1
110,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1
111,-1,0,-1,0,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
112,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0
114,0,0,0,0,0,-1,0,-1,0,-1,0,0,0,-1,0,-1,0,-1,0,-1,0,-1
115,-1,0,-1,0,-1,1,-1,1,-1,1,-1,0,-1,-1,-1,1,-1,1,-1,1,-1,1
116,0,0,0,0,0,-1,0,1,0,-1,0,0,0,1,0,1,0,0,0,0,0,-1
117,1,0,1,0,1,0,1,0,1,1,1,1,1,-1,1,0,1,0,1,0,1,0
118,-1,0,-1,0,-1,-1,-1,0,-1,1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
119,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
120,-1,0,-1,0,-1,0,-1,0,-1,1,-1,1,-1,0,-1,1,-1,1,-1,1,-1,0
121,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,0
122,1,0,1,0,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
123,1,0,1,0,1,-1,1,0,1,-1,1,0,1,-1,1,-1,1,0,1,0,1,-1
124,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
125,-1,0,-1,-1,-1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
126,-1,0,-1,0,-1,0,-1,1,-1,0,-1,1,-1,1,-1,1,-1,1,-1,1,-1,0
127,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
128,-1,0,-1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
129,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1
130,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1
131,-1,0,-1,1,-1,-1,-1,0,-1,-1,-1,0,-1,0,-1,0,-1,-1,-1,-1,-1,-1
132,-1,0,-1,0,-1,1,-1,0,-1,-1,-1,-1,-1,0,-1,0,-1,0,-1,0,-1,1
133,-1,0,-1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
134,-1,0,-1,0,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,-1,1
135,0,-1,0,1,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0
136,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
137,-1,0,-1,0,-1,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,0
138,-1,-1,-1,-1,-1,-1,-1,1,-1,0,-1,-1,-1,0,-1,0,-1,0,-1,-1,-1,-1
139,1,0,1,0,1,-1,1,-1,1,-1,1,-1,1,1,1,-1,1,-1,1,-1,1,-1
140,-1,0,-1,0,-1,0,-1,1,-1,-1,-1,1,-1,0,-1,1,-1,1,-1,0,-1,0
141,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1
142,1,0,1,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
143,-1,0,-1,0,-1,0,-1,1,-1,0,-1,0,-1,0,-1,1,-1,1,-1,0,-1,0
144,1,0,1,1,1,1,1,0,1,-1,1,1,1,0,1,1,1,1,1,1,1,1
145,-1,0,-1,0,-1,0,-1,1,-1,0,-1,0,-1,1,-1,1,-1,1,-1,0,-1,0
146,0,0,0,-1,0,-1,0,1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1
147,1,0,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1
148,1,0,1,0,1,0,1,-1,1,0,1,1,1,-1,1,0,1,0,1,1,1,0
149,0,0,0,0,0,-1,0,0,0,1,0,-1,0,0,0,-1,0,-1,0,-1,0,-1
150,1,-1,1,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1
151,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0
152,0,0,0,0,0,-1,0,1,0,0,0,-1,0,0,0,-1,0,-1,0,-1,0,-1
153,1,0,1,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,1,1,1,1
154,1,0,1,0,1,0,1,-1,1,0,1,1,1,0,1,0,1,0,1,1,1,0
155,0,0,0,0,0,0,0,1,0,-1,0,-1,0,1,0,0,0,0,0,-1,0,0
156,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1
157,1,0,1,0,1,0,1,1,1,1,1,-1,1,-1,1,0,1,1,1,0,1,0
158,-1,0,-1,0,-1,0,-1,0,-1,0,-1,1,-1,0,-1,0,-1,0,-1,1,-1,0
159,-1,0,-1,0,-1,1,-1,1,-1,1,-1,0,-1,1,-1,1,-1,1,-1,0,-1,1
160,1,0,1,0,1,0,1,0,1,0,1,-1,1,-1,1,-1,1,-1,1,0,1,0
161,1,0,1,0,1,0,1,-1,1,-1,1,0,1,-1,1,-1,1,-1,1,0,1,0
162,0,0,0,-1,0,-1,0,1,0,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1
163,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
164,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
165,1,0,1,0,1,0,1,0,1,0,1,0,1,-1,1,0,1,0,1,0,1,0
166,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1
167,1,0,1,1,1,0,1,0,1,0,1,0,1,1,1,0,1,0,1,0,1,0
168,1,0,1,1,1,1,1,0,1,-1,1,1,1,-1,1,0,1,1,1,1,1,1
169,1,0,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0
170,-1,0,-1,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
171,1,-1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
172,1,0,1,0,1,0,1,-1,1,-1,1,0,1,0,1,0,1,0,1,0,1,0
173,-1,-1,-1,0,-1,0,-1,0,-1,1,-1,1,-1,1,-1,1,-1,0,-1,0,-1,0
174,1,-1,1,0,1,-1,1,1,1,0,1,-1,1,-1,1,0,1,0,1,-1,1,-1
175,1,0,1,1,1,0,1,0,1,0,1,-1,1,-1,1,-1,1,0,1,0,1,0
176,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
177,1,0,1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0
178,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
179,1,0,1,-1,1,0,1,0,1,0,1,0,1,-1,1,0,1,0,1,0,1,0
180,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
181,1,0,1,-1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
182,1,0,1,0,1,1,1,0,1,1,1,-1,1,-1,1,0,1,0,1,0,1,1
183,1,-1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
184,1,-1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
185,-1,0,-1,0,-1,-1,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,-1
186,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
187,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1
188,1,0,1,0,1,0,1,1,1,0,1,-1,1,1,1,1,1,0,1,-1,1,0
189,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
190,1,0,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,0
191,1,0,1,0,1,1,1,-1,1,1,1,-1,1,0,1,0,1,0,1,0,1,1
192,1,0,1,-1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1
193,1,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1
194,1,0,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1
195,-1,0,-1,0,-1,0,-1,1,-1,1,-1,0,-1,1,-1,1,-1,0,-1,0,-1,0
196,1,0,1,0,1,0,1,1,1,0,1,-1,1,0,1,0,1,0,1,-1,1,0
197,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
198,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,-1,-1,-1,-1,0,-1,0,-1,0
199,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1
200,1,0,1,-1,1,0,1,0,1,0,1,-1,1,0,1,0,1,-1,1,-1,1,0
201,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0
202,-1,0,-1,1,-1,-1,-1,0,-1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
203,-1,0,-1,0,-1,0,-1,1,-1,0,-1,-1,-1,0,-1,0,-1,0,-1,0,-1,0
204,-1,0,-1,1,-1,0,-1,0,-1,0,-1,0,-1,-1,-1,-1,-1,0,-1,0,-1,0
205,-1,0,-1,0,-1,-1,-1,1,-1,0,-1,0,-1,-1,-1,0,-1,0,-1,-1,-1,-1
206,-1,0,-1,0,-1,1,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,0,-1,1
207,-1,0,-1,0,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
208,-1,0,-1,0,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
209,-1,0,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1
210,-1,0,-1,0,-1,1,-1,0,-1,0,-1,1,-1,0,-1,1,-1,1,-1,1,-1,1
211,-1,0,-1,0,-1,0,-1,1,-1,1,-1,-1,-1,-1,-1,0,-1,0,-1,0,-1,0
212,1,0,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,0
213,1,0,1,0,1,0,1,0,1,0,1,-1,1,1,1,0,1,-1,1,-1,1,0
214,1,0,1,0,1,0,1,-1,1,1,1,1,1,0,1,0,1,0,1,1,1,0
215,-1,0,-1,1,-1,0,-1,1,-1,0,-1,-1,-1,0,-1,0,-1,0,-1,0,-1,0
216,1,0,1,0,1,0,1,0,1,-1,1,0,1,-1,1,-1,1,0,1,0,1,0
217,-1,0,-1,1,-1,1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,1,-1,1,-1,1
218,-1,0,-1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
219,0,0,0,1,0,1,0,1,0,1,0,1,0,-1,0,1,0,1,0,1,0,1
220,1,0,1,0,1,0,1,1,1,0,1,0,1,-1,1,0,1,0,1,0,1,0
221,-1,0,-1,-1,-1,0,-1,-1,-1,1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,0
222,-1,0,-1,0,-1,1,-1,0,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1
223,1,-1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,0,1,1,1,1
224,-1,0,-1,0,-1,-1,-1,1,-1,-1,-1,-1,-1,0,-1,0,-1,0,-1,-1,-1,-1
225,-1,0,-1,0,-1,1,-1,0,-1,0,-1,0,-1,1,-1,1,-1,0,-1,1,-1,1
226,1,0,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0
227,1,0,1,1,1,0,1,1,1,0,1,0,1,-1,1,0,1,1,1,0,1,0
228,1,0,1,-1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
229,1,0,1,-1,1,-1,1,0,1,1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
230,0,0,0,-1,0,-1,0,-1,0,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1
231,-1,0,-1,0,-1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
232,1,0,1,0,1,0,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,0
233,-1,0,-1,0,-1,0,-1,1,-1,1,-1,0,-1,1,-1,1,-1,0,-1,0,-1,0
234,1,0,1,0,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,-1
235,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1
236,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0
237,-1,0,-1,0,-1,-1,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,-1
238,-1,0,-1,0,-1,-1,-1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
239,-1,0,-1,0,-1,-1,-1,1,-1,0,-1,0,-1,0,-1,0,-1,0,-1,-1,-1,-1
240,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
241,1,0,1,1,1,1,1,0,1,0,1,-1,1,0,1,0,1,0,1,0,1,1
242,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
243,-1,0,-1,0,-1,0,-1,-1,-1,1,-1,0,-1,0,-1,-1,-1,-1,-1,0,-1,0
244,-1,0,-1,-1,-1,-1,-1,0,-1,1,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
245,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0
246,-1,0,-1,0,-1,1,-1,1,-1,0,-1,0,-1,1,-1,1,-1,1,-1,0,-1,1
247,1,0,1,0,1,0,1,1,1,-1,1,-1,1,1,1,0,1,-1,1,-1,1,0
248,-1,0,-1,0,-1,0,-1,0,-1,1,-1,1,-1,1,-1,1,-1,0,-1,1,-1,0
249,-1,0,-1,0,-1,0,-1,0,-1,0,-1,-1,-1,0,-1,0,-1,0,-1,0,-1,0
250,-1,0,-1,0,-1,0,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,0
251,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
252,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,1,-1,0,-1,0,-1,0,-1,0
253,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1
254,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,0
255,-1,0,-1,-1,-1,-1,-1,0,-1,1,-1,0,-1,0,-1,0,-1,0,-1,0,-1,-1
256,-1,0,-1,0,-1,1,-1,0,-1,0,-1,-1,-1,0,-1,0,-1,0,-1,0,-1,1
257,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0
258,1,0,1,0,1,0,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,0
259,-1,0,-1,1,-1,0,-1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,0
260,-1,0,-1,1,-1,0,-1,1,-1,1,-1,0,-1,0,-1,0,-1,1,-1,0,-1,0
261,-1,0,-1,-1,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0
262,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
263,-1,0,-1,0,-1,-1,-1,-1,-1,0,-1,0,-1,0,-1,-1,-1,-1,-1,0,-1,-1
264,1,0,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1
265,-1,0,-1,0,-1,-1,-1,-1,-1,0,-1,1,-1,1,-1,0,-1,-1,-1,0,-1,-1
266,-1,0,-1,0,-1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
267,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0
268,-1,0,-1,-1,-1,-1,-1,0,-1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
269,1,0,1,0,1,0,1,0,1,1,1,1,1,0,1,0,1,0,1,0,1,0
270,1,0,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1
271,-1,0,-1,-1,-1,-1,-1,1,-1,0,-1,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1
272,1,0,1,0,1,1,1,1,1,-1,1,0,1,0,1,1,1,1,1,0,1,1
273,-1,0,-1,0,-1,0,-1,1,-1,-1,-1,1,-1,0,-1,1,-1,1,-1,1,-1,0
274,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
275,1,0,1,0,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0
276,-1,0,-1,0,-1,1,-1,0,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1
277,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
278,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0
279,-1,-1,-1,0,-1,-1,-1,0,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
280,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0
281,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
282,-1,0,-1,0,-1,1,-1,-1,-1,0,-1,0,-1,1,-1,0,-1,0,-1,0,-1,1
283,-1,0,-1,0,-1,0,-1,1,-1,0,-1,0,-1,1,-1,1,-1,0,-1,0,-1,0
284,-1,0,-1,0,-1,0,-1,1,-1,0,-1,0,-1,0,-1,1,-1,1,-1,0,-1,0
285,-1,0,-1,0,-1,0,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,0
286,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0
287,1,-1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0
288,1,0,1,-1,1,0,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,0
289,-1,0,-1,0,-1,0,-1,1,-1,0,-1,0,-1,0,-1,0,-1,1,-1,0,-1,0
290,-1,0,-1,0,-1,0,-1,0,-1,1,-1,1,-1,0,-1,0,-1,0,-1,1,-1,0
291,-1,0,-1,0,-1,1,-1,-1,-1,0,-1,1,-1,0,-1,0,-1,0,-1,1,-1,1
292,-1,0,-1,0,-1,-1,-1,1,-1,1,-1,0,-1,0,-1,0,-1,0,-1,0,-1,-1
293,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0
294,-1,0,-1,1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,1
295,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
296,-1,0,-1,0,-1,0,-1,1,-1,-1,-1,0,-1,-1,-1,0,-1,0,-1,0,-1,0
297,1,0,1,0,1,0,1,1,1,-1,1,1,1,-1,1,0,1,1,1,1,1,0
298,-1,0,-1,0,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1
299,-1,0,-1,0,-1,0,-1,0,-1,1,-1,-1,-1,1,-1,0,-1,0,-1,0,-1,0
300,0,0,0,-1,0,-1,0,1,0,1,0,0,0,1,0,0,0,0,0,-1,0,-1
301,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1
302,-1,0,-1,0,-1,-1,-1,-1,-1,1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
303,1,0,1,0,1,-1,1,1,1,-1,1,0,1,-1,1,-1,1,0,1,-1,1,-1
304,1,0,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,0,1,0,1,0
305,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1
306,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1
307,0,0,0,-1,0,-1,0,-1,0,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1
308,1,0,1,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
309,-1,0,-1,-1,-1,0,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,0,-1,0,-1,0
310,-1,0,-1,0,-1,-1,-1,1,-1,0,-1,0,-1,0,-1,0,-1,0,-1,-1,-1,-1
311,1,0,1,0,1,1,1,0,1,-1,1,-1,1,-1,1,0,1,0,1,0,1,1
312,1,0,1,0,1,1,1,1,1,0,1,-1,1,1,1,1,1,0,1,0,1,1
313,-1,0,-1,0,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
314,1,0,1,0,1,1,1,1,1,0,1,-1,1,1,1,1,1,0,1,0,1,1
315,-1,0,-1,-1,-1,0,-1,0,-1,1,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0
316,-1,0,-1,0,-1,1,-1,-1,-1,1,-1,1,-1,0,-1,1,-1,1,-1,1,-1,1
317,-1,0,-1,0,-1,-1,-1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
318,1,0,1,-1,1,-1,1,1,1,0,1,0,1,-1,1,0,1,0,1,-1,1,-1
319,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
320,-1,0,-1,1,-1,1,-1,0,-1,-1,-1,0,-1,0,-1,0,-1,1,-1,1,-1,1
321,-1,0,-1,-1,-1,-1,-1,1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1
322,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
323,-1,0,-1,0,-1,0,-1,-1,-1,1,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,0
324,0,0,0,-1,0,-1,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1
325,-1,0,-1,0,-1,-1,-1,1,-1,0,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
326,-1,0,-1,0,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
327,-1,0,-1,0,-1,0,-1,1,-1,1,-1,-1,-1,0,-1,0,-1,1,-1,0,-1,0
328,1,0,1,1,1,0,1,1,1,-1,1,0,1,0,1,0,1,1,1,0,1,0
329,-1,0,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0
330,-1,0,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
331,-1,0,-1,-1,-1,-1,-1,0,-1,0,-1,1,-1,0,-1,0,-1,0,-1,0,-1,-1
332,1,0,1,1,1,0,1,1,1,-1,1,-1,1,0,1,0,1,0,1,-1,1,0
333,1,0,1,0,1,0,1,-1,1,-1,1,0,1,-1,1,-1,1,-1,1,0,1,0
334,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,-1,0,-1,0,-1,0,0,0,0
335,1,-1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
336,-1,0,-1,0,-1,0,-1,0,-1,1,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0
337,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0
338,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0
339,1,0,1,0,1,0,1,0,1,1,1,-1,1,0,1,-1,1,-1,1,-1,1,0
340,-1,0,-1,0,-1,-1,-1,1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,-1
341,1,0,1,0,1,0,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,0
342,-1,0,-1,0,-1,1,-1,0,-1,1,-1,1,-1,-1,-1,1,-1,1,-1,1,-1,1
343,1,0,1,-1,1,-1,1,1,1,1,1,-1,1,0,1,0,1,-1,1,-1,1,-1
344,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1
