date_y,text_recessie,text_boukes,text_LIWC,text_sentistrength,text_pattern,text_polyglot,text_DANEW,text_gold,text_top3,ID
2015-02-03 00:00:00,0,1.4193066041803968,0.029204637961705793,-0.3338878347168263,0.7718465501847069,-0.020005806430324687,-0.5428958573576984,1.2378768835546572,-0.14324870599822698,0
2015-02-03 00:00:00,0,-0.3370699224854226,-0.2213718586291036,0.7312666447153758,-0.09858764106038037,0.7516946115367491,1.0671897782823314,1.2378768835546572,0.5659023555385885,1
2015-02-03 00:00:00,0,-0.3370699224854226,0.30483878421159616,1.796421124147578,0.5256223166657119,1.2953926332862782,-0.9707135892423896,1.2378768835546572,1.5397204794076451,2
2015-02-03 00:00:00,0,-0.3370699224854226,0.6222356798932881,-1.3990423141490287,1.4242041010064337,1.4162144158972851,-0.4324604197455449,1.2378768835546572,0.33114035924620516,3
2015-02-03 00:00:00,0,-0.3370699224854226,0.513652531370604,-0.3338878347168263,0.1707752761745447,-0.08828828723359106,0.13544824331351052,1.2378768835546572,0.05597162449741421,4
2015-02-03 00:00:00,0,-0.3370699224854226,-0.6473519028334795,-0.3338878347168263,-1.1921271785012741,-0.9096048993645903,0.027728487249567096,-0.7191213824641246,-0.8766752017702053,5
2015-02-03 00:00:00,0,-0.3370699224854226,0.9229274758022595,-0.3338878347168263,0.4538636923768541,0.37790222158394776,0.17007476288591364,0.5855441282150632,0.4663916804153713,6
2015-02-03 00:00:00,0,-0.9225287647073626,-0.5471213041971558,-0.3338878347168263,0.13432764258849708,-0.42631776892056433,0.5221638786735144,-1.3714541378037184,-0.6055739680705293,7
2015-02-03 00:00:00,0,0.24838891973651722,0.722466278529612,0.7312666447153758,0.263628276688902,0.12870729494874686,0.4490074305419811,-0.06678862712453065,0.7276031217686136,8
2015-02-03 00:00:00,0,-0.9225287647073626,-0.2213718586291036,-0.3338878347168263,1.5923938317214155,-0.7434749482744564,0.6099169508184356,-1.3714541378037184,-0.5969721603619279,9
2015-02-03 07:10:41,0,0.24838891973651722,-0.4803009051062733,0.7312666447153758,-0.061420434646067716,0.18747968330610573,-0.3267605806937901,0.5855441282150632,0.18180030744349487,10
2015-02-04 00:00:00,0,0.833847761958457,0.8561070767113768,-0.3338878347168263,0.5821898069245786,0.191006026607547,0.7501168362568,0.5855441282150632,0.34818505741235345,11
2015-02-04 00:00:00,0,2.5902242886242766,1.4324330188702386,-0.3338878347168263,-1.2929634043284883,-0.24508509500405457,0.29105664357499433,1.2378768835546572,0.42118847649395713,12
2015-02-04 00:00:00,0,0.24838891973651722,-0.2213718586291036,-1.3990423141490287,-1.8304024732701458,-1.3842619024792588,-0.7219457215650655,1.2378768835546572,-1.364988422640871,13
