date_y,text_recessie,text_boukes,text_LIWC,text_sentistrength,text_pattern,text_polyglot,text_DANEW,text_gold,text_top3
2015-02-03 00:00:00,0,3,0.3,-1,0.11628205128205127,0.16129032258064516,0.031612587448445285,2.0,-0.014017284463999413
2015-02-03 00:00:00,0,0,0.0,0,0.030000000000000013,0.3333333333333333,0.07285586793152594,2.0,0.49800841984797545
2015-02-03 00:00:00,0,0,0.63,1,0.09187499999999997,0.4545454545454545,0.020653787294475985,2.0,1.20113069913393
2015-02-03 00:00:00,0,0,1.01,-2,0.18094718992248066,0.4814814814814815,0.0344414554464504,2.0,0.3285040885186309
2015-02-03 00:00:00,0,0,0.88,-1,0.05670068027210887,0.14606741573033707,0.04898876632287174,2.0,0.12982503005533022
2015-02-03 00:00:00,0,0,-0.51,-1,-0.07839743589743589,-0.037037037037037035,0.04622946208800835,-1.0,-0.5435704902998411
2015-02-03 00:00:00,0,0,1.37,-1,0.08476190476190477,0.25,0.04987574477126328,1.0,0.42615909707307015
2015-02-03 00:00:00,0,-1,-0.3899999999999999,-1,0.053087797619047625,0.0707070707070707,0.058894712356608814,-2.0,-0.347828274495916
2015-02-03 00:00:00,0,1,1.1300000000000001,0,0.06590476190476191,0.19444444444444445,0.05702076736719501,0.0,0.6147606228797077
2015-02-03 00:00:00,0,-1,0.0,-1,0.1976190476190476,0.0,0.061142558364058165,-2.0,-0.34161754325790866
2015-02-03 07:10:41,0,1,-0.31000000000000005,0,0.03368421052631579,0.2075471698113208,0.03714901833163513,1.0,0.2206766461672669
2015-02-04 00:00:00,0,2,1.2899999999999998,-1,0.09748226950354616,0.20833333333333331,0.06473386001338423,1.0,0.3408108085627269
2015-02-04 00:00:00,0,5,1.98,-1,-0.08839285714285712,0.1111111111111111,0.05297476604577263,2.0,0.3935211958128486
2015-02-04 00:00:00,0,1,0.0,-2,-0.14166666666666666,-0.14285714285714285,0.027026120985730418,2.0,-0.8961454695987636
2015-02-04 00:00:00,0,4,0.0,-1,-0.09294117647058824,0.15151515151515152,0.05177284927394876,1.0,-0.1148350140129991
2015-02-04 00:00:00,0,1,-1.45,-2,0.037500000000000006,0.1111111111111111,0.005969524045352698,1.0,-0.9325833139569287
2015-02-04 00:00:00,0,3,1.57,0,0.04479166666666666,0.2753623188405797,0.05500651086208129,1.0,0.8622826516337397
2015-02-04 00:00:00,0,0,4.35,-1,-0.0833333333333333,0.6,0.11620928609682216,2.0,1.8061469526865455
2015-02-04 00:00:00,0,1,0.0,-1,0.04019607843137255,-0.0967741935483871,0.026924828608445885,1.0,-0.4864657393562703
2015-02-04 00:00:00,0,1,0.0,-1,0.025677083333333343,0.027777777777777776,0.027433130201902,-1.0,-0.3000407462296752
2015-02-04 00:00:00,0,-1,0.17999999999999994,0,-0.0878095238095238,-0.03225806451612903,0.024000667996189176,-2.0,0.002516082654371171
2015-02-04 00:00:00,0,0,-0.27,0,-0.0048181818181818,0.04838709677419355,0.017032142469583015,-2.0,-0.006056985208620728
2015-02-04 00:00:00,0,0,-0.3899999999999999,-2,0.09444444444444447,0.25,0.02937762240850952,-2.0,-0.4201733469898561
2015-02-04 00:00:00,0,0,1.21,-1,0.03726851851851852,0.3333333333333333,0.057915978222380565,1.0,0.5049233022217845
2015-02-04 00:00:00,0,2,0.53,-1,-0.0873015873015873,0.13725490196078433,0.014768950467941381,1.0,0.01608373885337398
2015-02-04 00:00:00,0,0,0.0,1,-0.2,-0.6,-0.026487197380426892,1.0,-0.5582675615335843
2015-02-04 00:00:00,0,0,-0.45000000000000007,0,0.09944444444444446,-0.12,0.06219633665551527,-1.0,-0.30980480559775386
2015-02-04 00:00:00,0,4,0.16999999999999993,0,-0.11388888888888893,0.08888888888888889,0.04767940130811178,1.0,0.1809716785565062
2015-02-04 00:00:00,0,1,0.16000000000000003,-1,0.03521367521367524,0.0967741935483871,0.06398266412836172,1.0,-0.1508031612235613
2015-02-05 00:00:00,0,1,-0.52,-1,0.05255555555555555,-0.1851851851851852,0.034307080097479604,1.0,-0.7681862944047518
2015-02-05 00:00:00,0,0,0.2699999999999998,0,-0.021212121212121203,0.06666666666666668,0.029270392121503643,-1.0,0.17643910714391053
2015-02-05 00:00:00,0,-1,-0.84,-1,0.017917226702508973,0.0847457627118644,0.009588397563798135,-1.0,-0.4560955539119691
2015-02-05 00:00:00,0,0,2.63,1,0.11537878787878793,0.06329113924050632,0.07623110316838247,-2.0,1.1900923781949981
2015-02-05 00:00:00,0,0,-0.4900000000000001,0,0.05307017543859649,-0.011764705882352941,0.04807584820390332,1.0,-0.15929358530821022
2015-02-05 00:00:00,0,-1,-0.78,0,0.07994252873563218,-0.07936507936507936,0.013805435035449941,-2.0,-0.34378914958085155
2015-02-05 00:00:00,0,0,-0.84,-2,-0.08571428571428573,0.4,0.01600775591005994,-2.0,-0.32493854098235553
2015-02-05 00:00:00,0,-1,-0.32,-1,-0.028055555555555552,0.15555555555555556,0.0063306203599046,-1.0,-0.20071985177177298
2015-02-05 00:00:00,0,0,-0.56,0,0.027272727272727282,-0.1111111111111111,0.05161389423427292,1.0,-0.32810198337970936
2015-02-05 00:00:00,0,0,-1.35,-1,-0.10333333333333332,-0.13333333333333333,0.047445711088420384,-2.0,-0.9290258628283089
2015-02-05 00:00:00,0,0,1.2799999999999998,-1,0.024722222222222232,0.4,0.05562228033268002,-1.0,0.6248178214365385
2015-02-05 00:00:00,0,0,1.15,0,-0.198,0.3333333333333333,0.07073137351879227,2.0,0.8283903812628729
